,APINO,COMPANY,YR,JAN_OIL,JAN_GAS,JAN_WATER,JAN_DAYS,FEB_OIL,FEB_GAS,FEB_WATER,FEB_DAYS,MAR_OIL,MAR_GAS,MAR_WATER,MAR_DAYS,APR_OIL,APR_GAS,APR_WATER,APR_DAYS,MAY_OIL,MAY_GAS,MAY_WATER,MAY_DAYS,JUN_OIL,JUN_GAS,JUN_WATER,JUN_DAYS,JUL_OIL,JUL_GAS,JUL_WATER,JUL_DAYS,AUG_OIL,AUG_GAS,AUG_WATER,AUG_DAYS,SEP_OIL,SEP_GAS,SEP_WATER,SEP_DAYS,OCT_OIL,OCT_GAS,OCT_WATER,OCT_DAYS,NOV_OIL,NOV_GAS,NOV_WATER,NOV_DAYS,DEC_OIL,DEC_GAS,DEC_WATER,DEC_DAYS,API_RES,ResCode,Reservoir
46483,524160,DENBURY ONSHORE LLC,1999,386,0,0,31,307,0,0,28,419,0,0,31,448,0,0,30,416,0,0,31,414,0,0,30,426,0,0,31,432,0,0,31,415,0,0,30,446,0,0,31,403,0,0,30,413,0,0,31,524160811,811,SHANNON
46484,524160,DENBURY ONSHORE LLC,2000,409,0,0,31,383,0,0,29,418,0,0,31,331,0,0,30,286,0,0,20,451,0,0,30,410,0,0,31,401,0,0,31,365,0,0,30,361,0,0,31,150,0,0,16,0,0,0,0,524160811,811,SHANNON
46628,524175,DENBURY ONSHORE LLC,1978,1103,645,0,27,1720,306,0,28,962,1156,0,31,949,1036,0,30,938,913,0,31,869,1190,0,30,847,1308,0,31,909,945,0,31,813,1109,0,30,748,1348,0,29,569,581,0,29,743,909,0,31,524175811,811,SHANNON
46629,524175,DENBURY ONSHORE LLC,1979,746,894,0,29,674,753,0,27,447,316,0,26,856,488,0,27,943,1293,0,31,636,1350,0,29,746,1317,0,28,735,1301,0,31,634,1168,0,30,634,1131,0,31,474,973,0,30,510,679,0,31,524175811,811,SHANNON
46630,524175,DENBURY ONSHORE LLC,1980,382,762,0,16,369,349,0,14,396,190,0,16,415,524,0,15,391,558,0,16,403,623,0,17,344,493,0,13,400,548,0,15,763,253,0,30,695,460,0,30,703,439,0,29,651,446,0,31,524175811,811,SHANNON
46631,524175,DENBURY ONSHORE LLC,1981,598,124,0,31,716,106,0,28,553,123,0,31,546,120,0,29,648,435,0,31,551,361,0,30,365,130,0,29,769,725,0,30,463,706,0,30,516,231,0,31,491,240,0,30,352,192,0,31,524175811,811,SHANNON
46632,524175,DENBURY ONSHORE LLC,1982,201,223,0,26,353,205,0,28,408,240,0,31,381,241,0,30,340,254,0,31,293,230,0,30,268,191,0,24,345,232,0,31,350,209,0,30,405,253,0,31,249,155,0,21,304,229,0,31,524175811,811,SHANNON
46633,524175,DENBURY ONSHORE LLC,1983,337,247,0,31,365,228,0,28,234,179,0,31,212,173,0,29,226,180,0,31,210,146,0,30,220,161,0,31,210,0,0,31,242,0,0,29,55,0,0,6,0,0,3144,22,0,0,9245,31,524175811,811,SHANNON
46695,524189,DENBURY ONSHORE LLC,1978,635,396,0,24,608,206,0,26,646,410,0,29,493,440,0,22,584,261,0,17,646,340,0,30,590,435,0,31,549,362,0,31,537,374,0,30,515,373,8,31,533,276,7,30,527,424,6,31,524189811,811,SHANNON
46696,524189,DENBURY ONSHORE LLC,1979,467,194,5,31,446,370,3,28,482,371,4,31,430,311,5,30,450,319,3,31,424,238,2,29,445,240,2,31,427,231,3,31,413,296,2,30,279,195,1,23,311,199,2,22,302,290,2,30,524189811,811,SHANNON
46697,524189,DENBURY ONSHORE LLC,1980,352,299,2,22,239,203,2,12,321,180,1,13,308,194,2,12,306,213,1,8,300,224,1,11,301,259,2,11,293,194,2,11,588,286,0,30,422,405,0,31,377,387,0,30,385,394,0,31,524189811,811,SHANNON
46698,524189,DENBURY ONSHORE LLC,1981,358,171,0,31,314,145,0,28,326,169,0,29,327,165,0,28,295,348,0,20,339,197,0,30,325,179,0,31,286,311,0,31,267,303,0,30,223,209,0,28,303,240,0,30,272,191,0,31,524189811,811,SHANNON
46699,524189,DENBURY ONSHORE LLC,1982,275,267,0,31,230,199,0,27,159,130,0,17,342,209,0,26,304,254,0,31,238,230,0,30,252,240,0,30,226,403,0,27,222,402,0,29,224,421,0,31,221,371,0,30,221,26,0,31,524189811,811,SHANNON
46700,524189,DENBURY ONSHORE LLC,1983,201,29,0,31,191,24,0,26,292,32,0,31,275,32,0,30,283,32,0,31,262,26,0,30,266,28,0,30,254,0,0,30,187,0,0,30,35,0,0,5,0,0,7075,24,0,0,7873,31,524189811,811,SHANNON
46933,524205,DENBURY ONSHORE LLC,1978,0,0,0,0,483,480,0,20,297,384,0,16,501,720,2,30,473,744,1,31,419,720,4,30,430,744,2,31,415,744,0,31,395,720,3,30,386,480,2,20,427,720,3,30,393,744,2,31,524205811,811,SHANNON
46934,524205,DENBURY ONSHORE LLC,1979,414,648,3,27,380,672,2,28,423,744,0,31,404,720,1,30,348,720,0,30,361,720,0,30,384,744,0,31,314,744,0,31,368,720,1,30,301,696,2,29,307,264,2,11,108,432,1,18,524205811,811,SHANNON
46935,524205,DENBURY ONSHORE LLC,1980,310,576,0,24,288,672,0,28,311,720,2,30,300,696,1,29,308,744,0,31,288,720,4,30,287,744,3,31,287,744,0,31,250,504,0,30,276,842,0,31,282,802,0,30,288,819,0,31,524205811,811,SHANNON
46936,524205,DENBURY ONSHORE LLC,1981,283,804,0,31,266,685,0,28,271,797,0,31,262,777,0,30,258,734,0,31,232,561,0,22,277,843,0,31,257,807,0,31,242,785,0,30,267,771,0,31,249,774,0,30,251,534,0,29,524205811,811,SHANNON
46937,524205,DENBURY ONSHORE LLC,1982,258,790,0,31,229,763,0,28,250,751,0,29,236,714,0,30,239,820,0,30,230,825,0,29,239,732,0,31,216,686,0,31,216,619,0,30,239,624,0,31,208,551,0,30,232,493,0,31,524205811,811,SHANNON
46938,524205,DENBURY ONSHORE LLC,1983,240,531,0,31,211,492,0,28,151,430,0,23,0,0,29899,30,198,585,0,31,184,471,0,30,192,522,0,31,183,0,0,31,219,0,0,30,188,0,0,31,214,0,0,30,210,0,0,31,524205811,811,SHANNON
46939,524205,DENBURY ONSHORE LLC,1984,268,0,0,31,191,30,0,29,226,35,0,31,216,31,0,30,153,24,0,31,149,20,0,30,210,26,0,31,197,24,0,31,162,21,0,30,195,27,0,31,191,25,0,29,194,23,0,31,524205811,811,SHANNON
46940,524205,DENBURY ONSHORE LLC,1985,193,23,0,30,151,18,0,28,198,24,0,31,188,23,0,30,194,24,0,31,188,22,0,30,184,17,0,31,187,23,0,31,177,31,0,30,194,36,0,31,171,30,0,30,191,33,0,31,524205811,811,SHANNON
46941,524205,DENBURY ONSHORE LLC,1986,182,30,0,31,158,26,0,28,185,32,0,31,174,28,0,29,180,28,0,31,162,24,0,30,171,25,0,31,170,24,0,31,163,24,0,30,169,0,0,31,162,0,0,30,181,0,0,31,524205811,811,SHANNON
46942,524205,DENBURY ONSHORE LLC,1987,174,0,0,31,154,0,0,28,173,0,0,31,1,0,0,13,230,0,0,31,204,0,0,30,196,0,0,31,190,0,0,31,174,0,0,30,170,0,0,31,161,0,0,30,177,0,0,31,524205811,811,SHANNON
46943,524205,DENBURY ONSHORE LLC,1988,170,0,0,31,105,0,0,23,156,0,0,31,160,0,0,30,159,0,0,31,156,0,0,30,159,0,0,31,147,0,0,30,151,0,0,30,163,0,0,31,157,0,0,30,166,0,0,31,524205811,811,SHANNON
46944,524205,DENBURY ONSHORE LLC,1989,166,0,0,31,131,0,0,28,106,0,0,28,150,0,0,30,164,0,0,31,158,0,0,30,155,0,0,31,155,0,0,31,150,0,0,30,153,0,0,31,162,0,0,30,179,0,0,31,524205811,811,SHANNON
46945,524205,DENBURY ONSHORE LLC,1990,155,0,0,31,133,0,0,28,140,0,0,24,163,0,0,30,155,0,0,31,119,0,0,26,116,0,0,21,122,0,0,30,79,0,0,20,178,0,0,31,151,0,0,30,149,0,0,31,524205811,811,SHANNON
46946,524205,DENBURY ONSHORE LLC,1991,167,0,0,31,148,0,0,28,165,0,0,31,156,0,0,30,162,0,0,31,150,0,0,30,104,0,0,28,152,0,0,30,164,0,0,28,160,0,0,31,147,0,0,30,173,0,0,31,524205811,811,SHANNON
46947,524205,DENBURY ONSHORE LLC,1992,158,0,0,31,150,0,0,29,138,0,0,31,164,0,0,30,152,0,0,31,140,0,0,30,147,0,0,31,144,0,0,31,142,0,0,30,147,0,0,31,140,0,0,30,146,0,0,31,524205811,811,SHANNON
46948,524205,DENBURY ONSHORE LLC,1993,130,0,0,31,127,0,0,28,152,0,0,31,139,0,0,30,144,0,0,31,120,0,0,28,117,0,0,31,135,0,0,31,133,0,0,30,143,0,0,31,116,0,0,30,0,0,0,0,524205811,811,SHANNON
46949,524205,DENBURY ONSHORE LLC,1994,68,0,0,19,151,0,0,28,149,0,0,31,214,0,0,30,89,0,0,31,154,0,0,30,142,0,0,31,108,0,0,31,25,0,0,30,279,0,0,31,142,0,0,30,131,0,0,31,524205811,811,SHANNON
46950,524205,DENBURY ONSHORE LLC,1995,125,0,0,31,103,0,0,28,138,0,0,31,115,0,0,30,124,0,0,31,134,0,0,30,114,0,0,31,135,0,0,31,121,0,0,30,128,0,0,31,123,0,0,30,110,0,0,31,524205811,811,SHANNON
46951,524205,DENBURY ONSHORE LLC,1996,112,0,0,30,131,0,0,23,120,0,0,31,135,0,0,30,49,0,0,11,122,0,0,30,116,0,0,31,138,0,0,31,139,0,0,30,126,0,0,31,129,0,0,30,126,0,0,31,524205811,811,SHANNON
46952,524205,DENBURY ONSHORE LLC,1997,132,0,0,31,127,0,0,28,126,0,0,31,134,0,0,17,90,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524205811,811,SHANNON
46953,524205,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524205811,811,SHANNON
46954,524205,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524205811,811,SHANNON
46955,524205,DENBURY ONSHORE LLC,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524205811,811,SHANNON
47118,524226,DENBURY ONSHORE LLC,1978,1300,609,0,30,706,157,0,17,1213,1536,0,31,1309,2830,0,29,1202,2443,0,30,1271,2291,0,30,1169,2038,0,31,1346,2355,0,31,1076,1856,0,29,1135,1234,0,28,1089,273,0,30,1091,242,0,31,524226811,811,SHANNON
47119,524226,DENBURY ONSHORE LLC,1979,1208,785,0,31,775,388,0,20,1040,658,0,31,1008,670,0,30,1028,800,0,31,873,1001,0,29,849,745,0,30,878,1060,0,31,828,122,0,30,730,981,0,29,782,1069,0,30,840,1110,0,31,524226811,811,SHANNON
47120,524226,DENBURY ONSHORE LLC,1980,475,1019,0,29,472,772,0,26,452,1004,0,28,475,843,0,24,485,862,0,26,493,497,0,19,481,425,0,14,497,197,0,14,1224,60,0,30,996,364,0,31,942,348,0,30,900,355,0,31,524226811,811,SHANNON
47121,524226,DENBURY ONSHORE LLC,1981,541,146,0,31,670,125,0,28,710,145,0,31,665,141,0,30,516,117,0,31,534,164,0,30,535,153,0,31,589,483,0,31,550,472,0,30,510,462,0,31,512,480,0,30,612,633,0,31,524226811,811,SHANNON
47122,524226,DENBURY ONSHORE LLC,1982,619,877,0,31,522,552,0,28,460,173,0,31,472,549,0,30,568,688,0,31,644,1184,0,30,505,921,0,31,790,696,0,31,594,479,0,30,567,482,0,31,579,425,0,30,651,437,0,31,524226811,811,SHANNON
47123,524226,DENBURY ONSHORE LLC,1983,674,470,0,31,607,421,0,27,672,513,0,31,631,511,0,30,651,517,0,31,603,415,0,30,612,447,0,30,603,0,0,31,375,0,0,20,0,0,0,0,0,0,5634,15,0,0,10363,31,524226811,811,SHANNON
47140,524232,DENBURY ONSHORE LLC,1978,3308,710,0,30,2812,286,0,28,2890,419,0,31,2400,744,0,29,1976,626,0,27,2239,612,0,30,2122,606,0,30,2308,713,0,31,1919,582,0,30,1778,1005,0,30,1569,1412,0,30,1569,1226,0,30,524232811,811,SHANNON
47141,524232,DENBURY ONSHORE LLC,1979,1708,1129,0,30,1402,739,0,25,1835,1226,0,30,1838,1243,0,30,1874,1297,0,31,1108,906,0,19,1785,1056,0,31,1755,1444,0,31,1684,1655,0,30,1538,1369,0,30,1512,1345,0,29,1620,1555,0,31,524232811,811,SHANNON
47142,524232,DENBURY ONSHORE LLC,1980,922,1340,0,29,891,1022,0,26,855,1321,0,28,856,1064,0,24,874,1100,0,26,892,641,0,19,866,558,0,14,897,264,0,14,2022,314,0,30,1645,471,0,31,1557,448,0,30,1487,458,0,31,524232811,811,SHANNON
47143,524232,DENBURY ONSHORE LLC,1981,1226,345,0,21,1518,294,0,28,1608,343,0,31,1507,334,0,30,1167,587,0,31,1207,394,0,30,1210,362,0,31,1334,1036,0,31,1246,1008,0,29,1153,793,0,24,1158,1067,0,30,1420,631,0,31,524232811,811,SHANNON
47144,524232,DENBURY ONSHORE LLC,1982,1329,877,0,31,1121,653,0,27,1449,481,0,31,1202,1437,0,30,1377,1672,0,31,780,1446,0,30,993,1808,0,31,864,731,0,31,943,776,0,30,894,751,0,31,912,663,0,30,856,569,0,31,524232811,811,SHANNON
47145,524232,DENBURY ONSHORE LLC,1983,885,611,0,31,798,566,0,28,876,667,0,31,822,663,0,30,521,412,0,19,551,378,0,21,771,561,0,29,786,0,0,31,937,0,0,30,969,407,0,30,1129,0,0,30,869,0,0,31,524232811,811,SHANNON
47146,524232,DENBURY ONSHORE LLC,1984,805,0,0,31,683,104,0,29,745,105,0,31,801,124,0,30,1164,199,0,31,1134,166,0,30,1049,139,0,31,815,109,0,31,863,121,0,29,883,133,0,31,785,112,0,30,786,101,0,31,524232811,811,SHANNON
47147,524232,DENBURY ONSHORE LLC,1985,828,107,0,31,666,85,0,28,353,46,0,24,438,58,380,17,333,45,183,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,524232811,811,SHANNON
47256,524248,DENBURY ONSHORE LLC,1978,503,102,0,30,460,44,0,28,463,174,0,31,402,308,0,30,361,260,0,30,361,254,0,30,280,172,0,20,303,482,0,31,474,379,0,30,504,0,0,30,527,0,0,29,592,0,0,31,524248811,811,SHANNON
47257,524248,DENBURY ONSHORE LLC,1979,650,521,0,31,408,338,0,20,479,455,0,27,564,504,0,30,574,520,0,31,479,485,0,29,484,522,0,31,497,538,0,31,456,505,0,30,432,520,0,30,503,501,0,30,509,520,0,31,524248811,811,SHANNON
47258,524248,DENBURY ONSHORE LLC,1980,279,482,0,29,262,434,0,26,276,466,0,28,309,400,0,24,316,435,0,26,289,284,0,17,289,237,0,14,290,112,0,14,691,34,0,30,563,216,0,31,532,206,0,30,508,210,0,31,524248811,811,SHANNON
47259,524248,DENBURY ONSHORE LLC,1981,399,115,0,31,494,98,0,28,524,113,0,23,490,111,0,30,380,63,0,31,393,132,0,30,394,120,0,31,434,345,0,31,405,336,0,30,375,1021,0,29,377,1131,0,30,416,632,0,31,524248811,811,SHANNON
47260,524248,DENBURY ONSHORE LLC,1982,344,877,0,31,290,675,0,28,391,137,0,31,472,549,0,30,241,290,0,31,271,494,0,30,308,530,0,31,184,166,0,31,209,179,0,30,258,211,0,31,263,148,0,24,354,1314,0,31,524248811,811,SHANNON
47261,524248,DENBURY ONSHORE LLC,1983,366,1410,0,31,330,1307,0,28,496,2181,0,31,467,2173,0,30,482,2198,0,31,446,1765,0,30,467,1960,0,31,446,0,0,31,468,0,0,30,626,280,0,31,549,0,0,30,479,0,0,31,524248811,811,SHANNON
47262,524248,DENBURY ONSHORE LLC,1984,504,0,0,31,437,65,0,29,485,70,0,31,462,62,0,30,521,77,0,31,507,64,0,30,539,62,0,31,534,62,0,31,549,66,0,29,525,68,0,31,524,64,0,30,641,71,0,31,524248811,811,SHANNON
47263,524248,DENBURY ONSHORE LLC,1985,486,54,0,31,426,47,0,28,442,141,0,31,189,61,151,22,64,130,136,15,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,524248811,811,SHANNON
47264,524250,DENBURY ONSHORE LLC,1978,5932,2183,12,31,2637,1118,0,17,4277,874,9,23,5127,2407,0,30,4513,2523,5,31,3829,1813,4,30,3683,1780,4,29,3121,1940,0,31,3287,1838,30,30,3090,1253,28,31,3145,1089,16,30,2940,1007,12,31,524250811,811,SHANNON
47265,524250,DENBURY ONSHORE LLC,1979,1894,328,4,16,2882,1248,9,28,2523,1141,18,27,2660,1096,16,30,2481,1189,7,31,2298,1156,16,30,2279,998,9,31,2345,1307,9,27,2306,1467,14,30,2476,1542,5,31,1975,1143,6,29,2047,1054,6,25,524250811,811,SHANNON
47266,524250,DENBURY ONSHORE LLC,1980,1202,841,4,18,1114,574,2,15,1189,569,2,16,1222,543,1,14,1182,488,2,13,1138,2717,0,12,1176,285,2,13,1178,990,4,13,2484,893,0,29,2271,568,0,31,2216,541,0,28,2221,554,0,31,524250811,811,SHANNON
47267,524250,DENBURY ONSHORE LLC,1981,2174,227,0,31,1873,194,0,28,2069,225,0,31,1897,220,0,30,1930,1165,0,31,1780,261,0,30,1676,238,0,31,1764,534,0,30,1614,521,0,29,1669,1156,0,31,1585,1202,0,30,1683,961,0,31,524250811,811,SHANNON
47268,524250,DENBURY ONSHORE LLC,1982,1568,1292,0,30,1392,1029,0,28,1584,1205,0,31,1510,1203,0,30,1435,1272,0,31,1245,1155,0,30,1202,1238,0,31,1161,1229,0,31,1090,1108,0,30,966,1007,0,28,915,918,0,28,765,485,0,19,524250811,811,SHANNON
47269,524250,DENBURY ONSHORE LLC,1983,1371,705,0,31,879,525,0,27,1102,366,0,31,1065,473,0,30,790,400,0,31,897,411,0,30,826,393,0,31,912,366,0,31,837,290,0,30,766,363,0,31,643,202,0,30,1474,397,0,30,524250811,811,SHANNON
47270,524250,DENBURY ONSHORE LLC,1984,1369,328,0,31,1258,384,0,24,1826,517,0,31,1792,479,0,30,1729,440,0,31,1627,362,0,30,1474,310,0,31,1400,344,0,31,1297,361,0,29,1333,442,0,31,1272,426,0,30,1308,364,0,31,524250811,811,SHANNON
47271,524250,DENBURY ONSHORE LLC,1985,1194,200,0,29,1085,214,0,28,1066,159,0,31,1837,639,0,30,2140,1291,0,31,811,443,0,25,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,524250811,811,SHANNON
47636,524301,DENBURY ONSHORE LLC,1978,7730,1596,0,29,8102,1821,0,28,8609,1950,17,31,10864,3134,165,30,10266,5149,540,31,8305,2164,17,30,8356,2867,0,31,8006,471,40,29,6094,2162,55,24,6830,572,14,29,6684,1337,7,30,6986,2098,42,31,524301811,811,SHANNON
47637,524301,DENBURY ONSHORE LLC,1979,6948,3599,7,31,6258,2725,25,28,7259,6629,22,31,6713,7233,7,30,6662,5051,13,31,5975,4765,12,25,6489,5587,13,31,6338,5263,13,31,6083,6222,12,30,5741,6838,0,31,5575,5911,39,30,5767,6894,12,31,524301811,811,SHANNON
47638,524301,DENBURY ONSHORE LLC,1980,3224,4139,16,19,3021,2801,6,16,3226,2922,6,17,3197,2763,0,16,3205,3087,0,17,3093,2236,6,18,3187,2326,6,15,3199,2310,0,17,5564,4516,0,30,5870,4194,0,30,4723,3995,0,24,5759,4079,0,31,524301811,811,SHANNON
47639,524301,DENBURY ONSHORE LLC,1981,3287,7026,0,18,5855,5664,0,28,4875,7461,0,31,4612,6278,0,30,4165,5627,0,27,4514,7303,0,30,4280,7895,0,31,4054,8087,0,31,3891,7878,0,30,3795,7737,0,31,3718,8045,0,30,3491,6435,0,31,524301811,811,SHANNON
47640,524301,DENBURY ONSHORE LLC,1982,3588,877,0,31,2928,676,0,28,2326,1149,0,23,2535,1134,0,22,3840,6251,0,31,3316,6541,0,29,3083,3323,0,28,2870,3229,0,29,1557,1554,0,15,2319,1917,0,19,0,0,0,99,3801,4140,0,31,524301811,811,SHANNON
47641,524301,DENBURY ONSHORE LLC,1983,4351,4146,0,31,2653,4545,0,28,3246,4816,0,31,2741,5726,26,30,2088,4657,0,30,2378,4157,0,28,2570,4732,0,31,2523,4706,0,31,2433,5301,0,30,1241,2849,0,27,955,2093,0,28,1156,1835,0,22,524301811,811,SHANNON
47642,524301,DENBURY ONSHORE LLC,1984,1817,3042,0,28,1899,2987,0,28,2050,3277,0,30,1929,2489,0,29,2128,3142,0,31,1831,1939,0,25,876,1036,0,12,2647,2037,0,31,2524,2076,0,30,2419,2072,0,31,2361,1655,0,30,2354,1573,0,31,524301811,811,SHANNON
47643,524301,DENBURY ONSHORE LLC,1985,389,243,0,31,2745,1695,0,28,0,0,0,99,751,487,0,9,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,524301811,811,SHANNON
47644,524302,DENBURY ONSHORE LLC,1978,8599,2588,0,31,6821,2636,14,26,6737,2331,34,31,6277,3748,57,30,5467,4240,112,27,6636,3799,7,30,6495,6461,13,31,5832,4877,29,31,5520,5507,11,30,4879,3884,74,29,5496,3986,33,30,4739,3744,14,30,524302811,811,SHANNON
47645,524302,DENBURY ONSHORE LLC,1979,5102,3998,26,31,4039,4087,37,27,4662,4797,28,31,4148,2521,12,30,4079,1975,33,30,4007,2516,16,30,3296,2109,23,24,4109,4034,29,31,3708,3613,34,28,4001,3820,8,31,3486,3899,28,30,3171,3049,19,29,524302811,811,SHANNON
47646,524302,DENBURY ONSHORE LLC,1980,2051,2413,12,18,1918,2038,8,16,2050,2067,17,14,2049,1990,4,13,2040,2366,6,14,1965,144,6,12,2022,1714,4,12,2019,1958,4,13,4398,3107,0,30,4232,3842,0,29,3549,3660,0,30,1629,3739,0,15,524302811,811,SHANNON
47647,524302,DENBURY ONSHORE LLC,1981,3103,3179,0,22,3340,2710,0,28,3221,3153,0,31,2772,3075,0,30,2687,4750,0,30,1538,3022,0,19,2163,3335,0,25,2781,10755,0,29,2185,10472,0,29,2643,12169,0,31,2634,11071,0,30,2398,8856,0,31,524302811,811,SHANNON
47648,524302,DENBURY ONSHORE LLC,1982,2284,382,0,31,1919,295,0,28,2107,10228,0,31,1995,722,0,30,1968,5443,0,31,1940,5009,0,30,1878,5875,0,31,970,5509,0,31,0,0,0,0,0,0,0,0,1457,2056,0,14,2236,6985,0,31,524302811,811,SHANNON
47649,524302,DENBURY ONSHORE LLC,1983,0,0,0,99,1830,4191,0,28,2640,4476,48,31,1750,4014,0,30,1888,2369,0,31,1698,3495,0,30,1750,3786,0,31,1654,3623,0,31,1381,3284,0,27,0,0,0,99,0,0,0,99,0,0,0,99,524302811,811,SHANNON
47650,524309,DENBURY ONSHORE LLC,1978,6710,2458,13,30,4787,2383,5,23,3970,1158,8,20,6211,3622,120,30,4047,3012,37,23,5851,2761,12,30,4489,2857,0,26,4012,2323,4,27,3886,1986,100,26,3978,1264,28,31,4063,3520,12,30,3209,3115,16,31,524309811,811,SHANNON
47651,524309,DENBURY ONSHORE LLC,1979,3508,2496,7,31,2855,2210,14,28,3010,2381,18,31,2758,2139,8,30,2908,1985,15,31,2451,2454,10,30,2435,2002,40,30,2501,2248,42,31,2440,1933,5,30,2621,2023,26,31,2454,1289,10,30,2201,1944,7,31,524309811,811,SHANNON
47652,524309,DENBURY ONSHORE LLC,1980,1296,1204,18,21,1214,967,2,18,1291,1024,5,18,1325,861,1,15,1291,959,3,15,1243,822,1,15,1282,808,4,12,1286,360,18,15,3124,1230,0,30,2786,1109,0,29,1854,1056,0,20,2863,1078,0,31,524309811,811,SHANNON
47653,524309,DENBURY ONSHORE LLC,1981,2389,2291,0,27,2080,1953,0,28,2292,2273,0,31,2155,2217,0,30,2143,2403,0,30,1885,2565,0,30,1976,2404,0,31,1113,2159,0,21,1467,2104,0,25,1663,2478,0,31,1611,2319,0,27,723,1464,0,22,524309811,811,SHANNON
47654,524309,DENBURY ONSHORE LLC,1982,334,35,0,10,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,524309811,811,SHANNON
47747,524316,DENBURY ONSHORE LLC,1978,3891,2470,47,31,2825,2926,6,28,2601,3214,3,31,2327,2961,2,30,2185,2992,7,31,2021,2744,63,30,2434,2688,5,31,180,582,0,7,2208,1985,18,29,2037,1729,42,29,2053,1840,29,29,1927,1913,25,31,524316811,811,SHANNON
47748,524316,DENBURY ONSHORE LLC,1979,1903,2033,33,31,1549,1831,17,28,1648,2045,96,31,1509,1932,45,28,1529,2142,161,31,1413,2031,45,30,1420,1814,183,30,1468,2090,189,31,1343,1955,1,30,1515,1981,25,31,1345,1980,22,30,1391,2015,20,30,524316811,811,SHANNON
47749,524316,DENBURY ONSHORE LLC,1980,741,1329,17,18,689,916,17,13,731,1008,13,13,710,872,13,14,728,507,13,11,705,513,0,13,725,377,7,11,724,723,9,10,1851,1255,0,30,1550,811,0,28,1309,772,0,30,1086,789,0,19,524316811,811,SHANNON
47750,524316,DENBURY ONSHORE LLC,1981,1592,526,0,31,1253,448,0,28,1309,522,0,31,1202,509,0,30,1200,1400,0,31,1117,592,0,30,1050,552,0,31,1106,1001,0,31,887,976,0,29,1086,990,0,31,966,996,0,29,989,824,0,31,524316811,811,SHANNON
47756,524322,DENBURY ONSHORE LLC,1978,2431,1483,0,30,2258,1184,0,27,2359,1433,0,31,2136,1557,0,28,2092,1252,0,31,1762,1464,0,30,1867,1275,0,31,1823,1108,0,28,1701,974,0,26,1745,675,0,30,1651,648,0,30,1624,454,0,30,524322811,811,SHANNON
47757,524322,DENBURY ONSHORE LLC,1979,1595,1013,0,29,1273,416,0,25,1567,983,0,30,1457,520,0,30,1404,573,0,31,1396,492,0,30,1395,695,0,30,1413,1034,0,31,1304,1010,0,30,1337,1065,0,31,1197,909,0,30,1261,1128,0,31,524322811,811,SHANNON
47758,524322,DENBURY ONSHORE LLC,1980,744,783,0,22,773,646,0,13,797,525,0,15,755,340,0,11,792,483,0,11,792,443,0,13,779,601,0,9,771,484,0,10,1777,603,0,30,1327,865,0,31,1161,824,0,30,1122,842,0,31,524322811,811,SHANNON
47759,524322,DENBURY ONSHORE LLC,1981,1035,774,0,30,931,659,0,28,987,766,0,31,869,747,0,26,963,660,0,31,919,526,0,30,933,812,0,31,923,622,0,31,894,605,0,30,905,595,0,31,780,619,0,30,797,494,0,31,524322811,811,SHANNON
47760,524322,DENBURY ONSHORE LLC,1982,863,687,0,31,707,529,0,28,758,799,0,30,753,431,0,29,768,271,0,29,716,431,0,28,501,290,0,19,613,259,0,18,826,538,0,30,615,506,0,29,704,479,0,30,682,287,0,25,524322811,811,SHANNON
47761,524322,DENBURY ONSHORE LLC,1983,0,0,0,99,518,327,0,28,524,194,20,30,598,472,0,30,1143,1167,0,29,951,785,0,30,920,867,0,31,665,1125,0,31,643,1124,0,27,0,0,0,99,0,0,0,99,0,0,0,99,524322811,811,SHANNON
47879,524333,DENBURY ONSHORE LLC,1978,7313,2344,0,30,6869,2031,0,28,11588,3135,0,31,9983,5576,0,30,3728,1994,0,9,10228,1220,0,29,6830,4687,0,27,8607,3399,0,31,3621,4515,0,30,6547,4459,0,30,6378,3380,0,23,7561,3260,0,31,524333811,811,SHANNON
