,APINO,COMPANY,YR,JAN_OIL,JAN_GAS,JAN_WATER,JAN_DAYS,FEB_OIL,FEB_GAS,FEB_WATER,FEB_DAYS,MAR_OIL,MAR_GAS,MAR_WATER,MAR_DAYS,APR_OIL,APR_GAS,APR_WATER,APR_DAYS,MAY_OIL,MAY_GAS,MAY_WATER,MAY_DAYS,JUN_OIL,JUN_GAS,JUN_WATER,JUN_DAYS,JUL_OIL,JUL_GAS,JUL_WATER,JUL_DAYS,AUG_OIL,AUG_GAS,AUG_WATER,AUG_DAYS,SEP_OIL,SEP_GAS,SEP_WATER,SEP_DAYS,OCT_OIL,OCT_GAS,OCT_WATER,OCT_DAYS,NOV_OIL,NOV_GAS,NOV_WATER,NOV_DAYS,DEC_OIL,DEC_GAS,DEC_WATER,DEC_DAYS,API_RES,ResCode,Reservoir
401586,527469,DENBURY ONSHORE LLC,2019,0,0,1304,31,0,0,1082,28,0,0,1145,31,0,0,1267,30,0,0,1277,31,0,0,1379,30,0,0,1590,31,8,7,1557,31,31,31,1132,30,31,30,1076,31,34,34,1039,30,39,33,997,31,527469811,811,SHANNON
401587,527430,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527430811,811,SHANNON
401588,527429,DENBURY ONSHORE LLC,2019,0,0,909,31,0,0,754,28,0,0,798,31,0,0,883,30,0,0,890,31,0,0,961,30,0,0,1108,31,0,0,943,31,0,0,45,30,0,0,43,31,0,0,42,30,0,0,40,31,527429811,811,SHANNON
401589,527425,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527425811,811,SHANNON
401590,527424,DENBURY ONSHORE LLC,2019,0,0,198,31,0,0,164,28,0,0,174,31,0,0,192,30,0,0,193,31,0,0,209,30,0,0,241,31,0,0,213,31,0,0,136,30,0,0,129,31,0,0,125,30,0,0,120,31,527424811,811,SHANNON
401591,527423,DENBURY ONSHORE LLC,2019,0,0,474,31,0,0,393,28,0,0,416,31,0,0,461,30,0,0,464,31,0,0,501,30,0,0,578,31,0,0,604,31,0,0,362,30,0,0,344,31,0,0,332,30,0,0,319,31,527423811,811,SHANNON
401592,527422,DENBURY ONSHORE LLC,2019,302,84,216,31,96,28,37,10,292,73,81,31,295,55,115,30,347,51,231,31,353,39,253,30,350,51,330,31,329,85,406,31,349,110,363,30,330,136,284,31,359,107,224,30,354,150,265,31,527422811,811,SHANNON
401593,527390,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527390811,811,SHANNON
401594,527389,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527389811,811,SHANNON
401595,527388,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527388811,811,SHANNON
401596,527387,DENBURY ONSHORE LLC,2019,181,40,513,14,376,104,1546,28,418,103,926,31,462,70,362,30,559,85,519,31,538,65,477,30,544,51,471,31,488,95,692,31,481,143,714,30,409,136,575,31,601,157,685,30,207,68,234,11,527387811,811,SHANNON
401597,527386,DENBURY ONSHORE LLC,2019,0,0,711,31,0,0,590,28,0,0,625,31,0,0,691,30,0,0,696,31,0,0,752,30,0,0,867,31,0,0,1101,31,0,0,1178,30,0,0,1120,31,0,0,1080,30,0,0,1037,31,527386811,811,SHANNON
401598,527350,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,272,30,0,0,258,31,0,0,249,30,0,0,239,31,527350811,811,SHANNON
401599,527308,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527308811,811,SHANNON
401600,527307,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527307811,811,SHANNON
401601,527306,DENBURY ONSHORE LLC,2019,922,67,297,31,746,59,205,28,736,63,156,31,688,82,88,30,745,84,123,31,727,68,108,30,737,68,190,31,839,98,290,31,1021,95,232,30,939,91,189,31,895,92,224,30,837,100,283,31,527306811,811,SHANNON
401602,527148,DENBURY ONSHORE LLC,2019,61,31,900,31,47,29,678,28,67,46,918,31,109,88,936,30,154,119,669,31,193,229,892,30,112,88,825,31,131,31,1040,31,107,29,771,30,91,37,1178,31,81,45,905,30,85,112,785,31,527148811,811,SHANNON
401603,527147,DENBURY ONSHORE LLC,2019,32,14,84,5,142,62,372,23,257,43,1193,31,328,70,1176,30,349,71,1534,29,363,52,1446,30,371,54,1045,28,311,92,639,28,287,115,544,25,322,109,431,31,372,113,563,30,268,141,690,31,527147811,811,SHANNON
401604,527146,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527146811,811,SHANNON
401605,527115,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527115811,811,SHANNON
401606,527114,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527114811,811,SHANNON
401607,527113,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527113811,811,SHANNON
401608,526684,DENBURY ONSHORE LLC,2019,24,14,778,31,0,55,593,28,0,103,841,31,0,46,896,30,0,31,726,31,0,1,690,30,0,0,604,31,0,0,472,31,0,0,291,30,0,0,402,31,0,0,462,30,0,0,511,31,526684811,811,SHANNON
401609,526563,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526563811,811,SHANNON
401610,526517,DENBURY ONSHORE LLC,2019,61,14,671,31,43,29,526,28,31,43,753,31,26,38,889,30,0,62,838,31,0,54,921,30,0,39,928,31,0,60,1225,31,0,29,726,30,0,37,970,31,0,33,867,30,0,40,957,31,526517811,811,SHANNON
401611,526516,DENBURY ONSHORE LLC,2019,274,79,1787,31,212,88,1062,28,279,125,1362,31,225,79,1812,30,141,122,2060,31,227,165,1971,30,224,186,2016,31,329,153,2426,31,278,46,1295,24,350,115,2567,26,443,196,3210,30,446,242,3448,31,526516811,811,SHANNON
401612,526458,DENBURY ONSHORE LLC,2019,291,192,7246,18,236,219,5751,14,0,0,0,0,178,74,7512,21,392,151,12027,30,665,192,7156,27,548,149,6670,31,524,214,9446,31,525,308,7245,30,449,410,7001,27,462,373,6939,30,325,248,4802,21,526458811,811,SHANNON
401613,526456,DENBURY ONSHORE LLC,2019,61,0,690,31,47,0,498,28,63,0,649,31,92,36,736,30,75,38,394,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526456811,811,SHANNON
401614,526353,DENBURY ONSHORE LLC,2019,14,6,504,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,916,27,212,110,7434,23,0,0,0,0,0,0,0,0,0,0,0,0,526353811,811,SHANNON
401615,526348,DENBURY ONSHORE LLC,2019,26,41,1820,31,0,88,1304,28,0,128,1751,31,0,86,1921,30,0,44,1507,31,0,0,1478,30,0,0,1418,31,0,0,1800,31,0,2,1320,30,0,37,1875,31,0,33,1589,30,0,40,1755,31,526348811,811,SHANNON
401616,526247,DENBURY ONSHORE LLC,2019,465,62,980,31,377,58,522,28,352,56,766,31,227,56,936,30,204,52,656,26,412,112,1086,25,361,82,829,16,726,102,2608,31,667,87,1537,30,666,107,1597,30,462,100,1416,30,263,106,1358,26,526247811,811,SHANNON
401617,525006,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525006811,811,SHANNON
401618,524964,DENBURY ONSHORE LLC,2019,168,0,0,31,165,0,0,26,200,0,0,30,187,0,0,30,183,0,0,31,203,0,0,30,173,0,0,31,197,0,0,31,180,0,0,30,193,0,0,31,99,0,50,30,164,0,0,31,524964811,811,SHANNON
401619,524839,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524839811,811,SHANNON
401620,524829,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524829811,811,SHANNON
401621,524810,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524810811,811,SHANNON
401622,524803,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524803811,811,SHANNON
401623,524782,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524782811,811,SHANNON
401624,524772,DENBURY ONSHORE LLC,2019,227,786,48,31,137,688,218,28,165,568,47,31,147,545,45,30,132,611,58,31,152,620,51,30,102,670,43,28,163,706,45,28,179,729,50,30,229,748,51,31,260,639,47,30,164,637,51,31,524772811,811,SHANNON
401625,524713,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524713811,811,SHANNON
401626,524689,DENBURY ONSHORE LLC,2019,374,0,0,25,254,0,0,20,239,0,0,19,298,0,0,20,336,0,0,28,309,0,0,30,350,0,0,30,269,0,0,27,0,0,0,0,470,0,22,24,511,0,0,30,453,0,0,31,524689811,811,SHANNON
401627,524679,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524679811,811,SHANNON
401628,524668,DENBURY ONSHORE LLC,2019,261,21,32,31,213,19,27,28,267,19,29,31,245,6,28,30,243,21,28,31,236,20,27,30,136,11,17,17,275,123,32,31,236,120,30,30,244,55,30,31,109,20,11,12,246,42,27,31,524668811,811,SHANNON
401629,524667,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524667811,811,SHANNON
401630,524622,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524622811,811,SHANNON
401631,524610,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524610811,811,SHANNON
401632,524542,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524542811,811,SHANNON
401633,524541,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524541811,811,SHANNON
401634,524527,DENBURY ONSHORE LLC,2019,365,21,32,31,318,19,27,28,331,20,27,28,337,27,28,30,334,21,28,31,318,20,27,30,160,10,16,16,344,123,32,31,295,120,30,30,306,55,30,31,341,50,27,30,307,41,27,31,524527811,811,SHANNON
401635,524526,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524526811,811,SHANNON
401636,524466,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524466811,811,SHANNON
401637,524465,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524465811,811,SHANNON
401638,524417,DENBURY ONSHORE LLC,2019,0,0,476,31,0,0,2178,28,0,0,468,31,0,0,453,30,0,0,585,31,0,0,506,30,0,0,477,31,0,0,499,31,0,0,496,30,0,0,507,31,0,0,468,30,0,0,512,31,524417811,811,SHANNON
401639,524205,DENBURY ONSHORE LLC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524205811,811,SHANNON
401640,524160,DENBURY ONSHORE LLC,2019,444,0,0,31,378,0,0,28,495,0,0,31,464,0,0,30,523,0,0,31,548,0,0,30,536,0,0,30,535,0,0,31,505,0,0,30,499,0,0,31,497,0,0,30,516,0,0,31,524160811,811,SHANNON
405738,562371,DENBURY ONSHORE LLC,2020,1784,220,2922,31,1762,210,2211,29,1704,211,2714,31,1394,216,2885,30,1414,227,3374,31,1432,213,3191,30,1386,228,2935,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,562371811,811,SHANNON
405739,562313,DENBURY ONSHORE LLC,2020,1361,294,8581,31,1334,327,7668,29,1435,360,7932,31,1399,355,7478,30,1685,280,7829,31,1600,289,7240,30,1833,345,7446,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,562313811,811,SHANNON
405740,562266,DENBURY ONSHORE LLC,2020,771,490,10586,31,895,483,9653,29,1016,485,11508,31,726,379,6920,27,590,297,5951,19,665,375,9955,30,740,412,8817,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,562266811,811,SHANNON
405741,562219,DENBURY ONSHORE LLC,2020,609,51,1629,31,680,74,1501,29,974,123,2254,31,1025,149,2105,30,654,174,1247,30,181,120,286,28,186,88,89,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,562219811,811,SHANNON
405742,562073,DENBURY ONSHORE LLC,2020,532,41,2320,31,438,37,2127,27,539,41,2328,31,489,40,2239,30,534,41,2343,31,534,40,2312,30,523,41,2318,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,562073811,811,SHANNON
405743,562066,DENBURY ONSHORE LLC,2020,897,126,2442,21,1079,169,3313,29,1072,189,3249,31,1037,214,3013,30,1056,246,3097,31,1115,275,2954,30,1194,285,3520,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,562066811,811,SHANNON
405744,559997,DENBURY ONSHORE LLC,2020,0,0,434,31,0,0,425,29,0,0,413,31,0,0,414,30,0,0,475,31,0,0,479,30,0,0,575,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,559997811,811,SHANNON
405745,558753,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,558753811,811,SHANNON
405746,558752,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,558752811,811,SHANNON
405747,558751,DENBURY ONSHORE LLC,2020,0,0,0,0,4,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,558751811,811,SHANNON
405759,556527,DENBURY ONSHORE LLC,2020,418,59,2516,31,628,76,2383,29,695,82,2428,31,638,83,2184,30,662,69,2051,31,603,63,1824,30,524,67,2054,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,556527811,811,SHANNON
405760,556526,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,556526811,811,SHANNON
405761,556524,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,556524811,811,SHANNON
405874,555305,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555305811,811,SHANNON
405875,555304,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555304811,811,SHANNON
405877,555294,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555294811,811,SHANNON
405878,555155,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555155811,811,SHANNON
405879,555154,DENBURY ONSHORE LLC,2020,0,0,621,31,0,0,607,29,0,0,591,31,0,0,592,30,0,0,678,31,0,0,684,30,0,0,821,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555154811,811,SHANNON
405880,555152,DENBURY ONSHORE LLC,2020,0,0,1427,31,0,0,1396,29,0,0,1359,31,0,0,1361,30,0,0,1559,31,0,0,1574,30,0,0,1889,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555152811,811,SHANNON
405881,555150,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555150811,811,SHANNON
405882,555147,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555147811,811,SHANNON
405883,555146,DENBURY ONSHORE LLC,2020,0,0,324,31,0,0,119,29,0,0,235,31,0,0,256,30,0,0,243,31,0,0,197,30,0,0,247,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,555146811,811,SHANNON
406002,545268,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,14,3,116,26,352,71,2288,30,354,74,2426,31,174,36,1378,30,203,30,1206,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,545268811,811,SHANNON
406003,545267,DENBURY ONSHORE LLC,2020,62,0,515,31,53,0,540,29,48,0,278,31,74,0,217,30,71,12,264,31,33,36,237,30,58,30,183,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,545267811,811,SHANNON
406004,545248,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,545248811,811,SHANNON
406005,540635,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,540635811,811,SHANNON
406006,539745,DENBURY ONSHORE LLC,2020,112,30,975,31,34,12,319,11,79,23,657,15,149,61,1383,30,145,56,1232,31,129,46,1060,29,133,39,1093,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,539745811,811,SHANNON
406007,539744,DENBURY ONSHORE LLC,2020,362,42,77,31,123,19,33,9,172,8,54,8,472,30,205,30,476,31,166,31,432,30,216,30,415,30,219,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,539744811,811,SHANNON
406015,535210,DENBURY ONSHORE LLC,2020,179,49,1690,31,164,32,1739,29,193,37,1809,31,181,41,1717,30,193,49,1749,31,175,47,1601,29,110,23,1048,16,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,535210811,811,SHANNON
406016,535004,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,535004811,811,SHANNON
406017,535003,DENBURY ONSHORE LLC,2020,436,88,3357,31,449,83,2884,29,500,89,3005,31,382,80,2757,30,410,95,2772,31,152,48,1811,15,445,92,2881,29,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,535003811,811,SHANNON
406018,534853,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,534853811,811,SHANNON
406019,534788,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,534788811,811,SHANNON
406026,534563,DENBURY ONSHORE LLC,2020,0,0,0,0,9,1,34,1,218,32,1142,31,148,51,687,30,6,3,9,1,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,534563811,811,SHANNON
406027,534558,DENBURY ONSHORE LLC,2020,463,104,3940,31,332,70,2921,29,302,79,3386,31,241,71,2426,30,302,95,3208,31,344,92,3236,30,366,71,2960,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,534558811,811,SHANNON
406028,534553,DENBURY ONSHORE LLC,2020,280,29,362,31,250,47,234,29,311,40,329,31,363,47,460,30,366,41,471,31,380,39,417,30,453,35,570,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,534553811,811,SHANNON
406029,534552,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,534552811,811,SHANNON
406031,532821,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532821811,811,SHANNON
406032,532820,DENBURY ONSHORE LLC,2020,424,33,107,31,306,9,119,29,334,30,112,31,274,24,69,30,348,32,96,31,318,36,193,30,375,30,68,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532820811,811,SHANNON
406033,532546,DENBURY ONSHORE LLC,2020,676,157,939,31,643,150,864,29,714,133,1058,31,697,124,1086,30,737,129,1173,31,791,122,1188,30,743,131,1106,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532546811,811,SHANNON
406034,532544,DENBURY ONSHORE LLC,2020,723,80,968,31,696,67,900,29,636,70,952,27,0,0,0,0,0,0,0,0,0,0,0,0,890,70,1518,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532544811,811,SHANNON
406035,532543,DENBURY ONSHORE LLC,2020,43,25,737,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532543811,811,SHANNON
406036,532540,DENBURY ONSHORE LLC,2020,420,119,144,31,204,65,78,15,303,95,262,31,265,85,284,30,439,175,369,31,302,185,240,30,216,137,188,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532540811,811,SHANNON
406037,532538,DENBURY ONSHORE LLC,2020,395,158,610,31,393,164,583,29,468,145,712,31,509,192,784,30,538,208,855,31,508,179,774,29,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532538811,811,SHANNON
406038,532051,DENBURY ONSHORE LLC,2020,401,55,3240,31,203,53,2480,24,328,74,3114,31,176,25,1154,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532051811,811,SHANNON
406039,532050,DENBURY ONSHORE LLC,2020,850,185,1111,29,523,108,628,15,1064,217,1198,31,1052,256,1397,30,1068,263,1271,31,1097,308,1369,30,1282,353,1818,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532050811,811,SHANNON
